musicId,frameTime,Arousal(mean),Valence(mean)
5,32.0,0.2044375,0.2444625
5,32.5,0.20653750000000004,0.2525625
5,33.0,0.20398750000000004,0.2541125000000001
5,33.5,0.198,0.243125
5,34.0,0.195675,0.24389999999999995
5,34.5,0.201225,0.25135
5,35.0,0.19823750000000004,0.2423375
5,35.5,0.1921125,0.23800000000000004
5,36.0,0.1940125,0.2487875
5,36.5,0.19399999999999998,0.2545625
5,37.0,0.1865375,0.242
5,37.5,0.1865375,0.24755
5,38.0,0.187325,0.25554999999999994
5,38.5,0.18255000000000005,0.24743750000000006
5,39.0,0.184875,0.245775
5,39.5,0.19733750000000005,0.251775
5,40.0,0.19235000000000008,0.253
5,40.5,0.18388750000000006,0.24543750000000006
5,41.0,0.18366250000000006,0.253875
5,41.5,0.18801250000000005,0.2566625
5,42.0,0.1806625000000001,0.2451
5,42.5,0.18143750000000008,0.2496625
5,43.0,0.19187500000000007,0.2585375
5,43.5,0.1821,0.24933750000000005
5,44.0,0.1821,0.24467500000000006
5,44.5,0.18367500000000006,0.25035
5,45.0,0.186775,0.254125
5,45.5,0.18055000000000004,0.244
5,46.0,0.1795625,0.2502125000000001
5,46.5,0.18733750000000005,0.25210000000000005
5,47.0,0.18811250000000004,0.24045
5,47.5,0.18466250000000006,0.23845
5,48.0,0.1933375,0.24257500000000004
5,48.5,0.193675,0.24257500000000004
5,49.0,0.1879875,0.228125
5,49.5,0.18955,0.2289
5,50.0,0.1954375,0.2309
5,50.5,0.192675,0.221
5,51.0,0.1914375,0.22132500000000005
5,51.5,0.19533750000000005,0.2320125
5,52.0,0.19365,0.22722499999999995
5,52.5,0.1843375,0.2181125
5,53.0,0.18567500000000006,0.22432499999999994
5,53.5,0.19188750000000004,0.232225
5,54.0,0.1835625,0.22132499999999994
5,54.5,0.18323750000000005,0.218225
5,55.0,0.18735,0.22476250000000006
5,55.5,0.18236250000000004,0.2208875
5,56.0,0.184575,0.2156625
5,56.5,0.189125,0.2158875
5,57.0,0.19625,0.22023749999999995
5,57.5,0.1869,0.21635
5,58.0,0.1869125,0.21700000000000005
5,58.5,0.193125,0.223125
5,59.0,0.1866875,0.22233749999999994
5,59.5,0.180675,0.21844999999999995
5,60.0,0.1890125,0.2199
5,60.5,0.1902375,0.2197875
5,61.0,0.18423750000000005,0.214
5,61.5,0.1857875,0.21721249999999995
5,62.0,0.19245000000000004,0.2211125
5,62.5,0.18346250000000006,0.21746249999999995
5,63.0,0.179675,0.21435
5,63.5,0.186325,0.21944999999999992
5,64.0,0.1809,0.2195874999999999
5,64.5,0.1727875,0.21168749999999995
5,65.0,0.1755625,0.21379999999999996
5,65.5,0.1779,0.2097875
5,66.0,0.169325,0.19711250000000005
5,66.5,0.1685625,0.1999
5,67.0,0.17043750000000002,0.20311250000000008
5,67.5,0.165225,0.201325
5,68.0,0.169225,0.1933375
5,68.5,0.1726625,0.1956625
5,69.0,0.1764375,0.1982
5,69.5,0.17700000000000002,0.1987875
5,70.0,0.17700000000000002,0.19777500000000006
5,70.5,0.18255,0.202675
5,71.0,0.1744375,0.1974375
5,71.5,0.17342500000000002,0.19545
5,72.0,0.17255,0.19699999999999998
5,72.5,0.1686625,0.198325
5,73.0,0.17132500000000006,0.19198750000000006
5,73.5,0.17178750000000004,0.195325
5,74.0,0.1685625,0.19811250000000005
5,74.5,0.16966250000000002,0.1906625
5,75.0,0.16935,0.190425
5,75.5,0.161675,0.19698750000000004
5,76.0,0.1553375,0.1936625
5,76.5,0.15745,0.1881125
5,77.0,0.1585625,0.1966625
5,77.5,0.155225,0.19890000000000005
5,78.0,0.163875,0.1903375
5,78.5,0.15966250000000004,0.18455
5,79.0,0.1538875,0.1930875
5,79.5,0.1590125,0.184875
5,80.0,0.16045000000000004,0.1801125
5,80.5,0.15122500000000005,0.18855
5,81.0,0.14923750000000002,0.1824375
5,81.5,0.15845000000000006,0.17901250000000002
5,82.0,0.15245,0.18188750000000006
5,82.5,0.1489,0.1831125
5,83.0,0.15122500000000005,0.17867499999999994
5,83.5,0.15566250000000004,0.17978750000000004
5,84.0,0.14756250000000004,0.18033750000000004
6,15.5,0.5413500000000002,0.3866500000000001
6,16.0,0.5549125000000001,0.3832125000000001
6,16.5,0.555125,0.3845500000000001
6,17.0,0.5651125,0.3777625000000001
6,17.5,0.554575,0.37165
6,18.0,0.5385875,0.3841125
6,18.5,0.5314250000000001,0.382975
6,19.0,0.5401000000000001,0.3821125
6,19.5,0.5532500000000001,0.3713375
6,20.0,0.5481125,0.35700000000000004
6,20.5,0.5382500000000001,0.3524375
6,21.0,0.5345625,0.3584625
6,21.5,0.5402375000000001,0.35845000000000005
6,22.0,0.5484500000000001,0.3511
6,22.5,0.5386625,0.35255000000000003
6,23.0,0.5551125000000001,0.339775
6,23.5,0.5264375000000002,0.35565
6,24.0,0.5329999999999999,0.3535625
6,24.5,0.5341250000000002,0.35477499999999995
6,25.0,0.5413125000000001,0.3503375
6,25.5,0.5440000000000002,0.34142500000000003
6,26.0,0.500125,0.34445000000000003
6,26.5,0.5127750000000001,0.328325
6,27.0,0.4965625000000001,0.32608750000000003
6,27.5,0.4861000000000002,0.3316625
6,28.0,0.4854625000000001,0.33155
6,28.5,0.49345,0.3523
6,29.0,0.5120125000000002,0.357875
6,29.5,0.5074625,0.359775
7,15.5,0.7029874999999999,0.7089
7,16.0,0.71365,0.7049999999999998
7,16.5,0.7131000000000001,0.7120124999999999
7,17.0,0.713775,0.7137874999999999
7,17.5,0.7220000000000001,0.7121124999999998
7,18.0,0.7287750000000001,0.7294374999999998
7,18.5,0.7243375000000001,0.7413249999999999
7,19.0,0.7227875,0.7410124999999999
7,19.5,0.7311125,0.7403374999999999
7,20.0,0.7353249999999999,0.7403249999999998
7,20.5,0.7241125,0.7449874999999999
7,21.0,0.7314625,0.7441874999999999
7,21.5,0.7390000000000001,0.7461
7,22.0,0.7374499999999999,0.7491
7,22.5,0.74135,0.7558874999999998
7,23.0,0.7417875,0.7577875
7,23.5,0.7317750000000001,0.753675
7,24.0,0.7340000000000001,0.7491
7,24.5,0.7454500000000001,0.752775
7,25.0,0.7407874999999999,0.7501125
7,25.5,0.7386625000000001,0.7401125000000001
7,26.0,0.7237500000000001,0.7413374999999999
7,26.5,0.7296500000000001,0.7418999999999999
7,27.0,0.7339875,0.7451125
7,27.5,0.7486625000000001,0.7466625
7,28.0,0.7304375,0.74645
7,28.5,0.7342125,0.7480125
7,29.0,0.745775,0.744575
8,15.5,0.39835,0.241225
8,16.0,0.393225,0.24033749999999995
8,16.5,0.416325,0.2332375
8,17.0,0.42355,0.24199999999999994
8,17.5,0.4196625,0.25578749999999995
8,18.0,0.41355,0.24722499999999994
8,18.5,0.3969875000000001,0.244775
8,19.0,0.4031124999999999,0.256325
8,19.5,0.4248875,0.2587875
8,20.0,0.395775,0.262125
8,20.5,0.386875,0.26178749999999995
8,21.0,0.3611125,0.260675
8,21.5,0.3767750000000001,0.264025
8,22.0,0.3827625,0.2634625
8,22.5,0.395,0.2601125
8,23.0,0.384325,0.2589
8,23.5,0.3783375,0.2703375
8,24.0,0.3875500000000001,0.28143749999999995
8,24.5,0.4018749999999999,0.2694249999999999
8,25.0,0.402775,0.25165
8,25.5,0.3969,0.23943750000000005
8,26.0,0.3857875000000001,0.2423375
8,26.5,0.384675,0.2508875
8,27.0,0.4009,0.259225
8,27.5,0.4188000000000001,0.2665624999999999
8,28.0,0.4110125,0.265025
8,28.5,0.4073500000000001,0.2504624999999999
8,29.0,0.4050000000000001,0.2415624999999999
8,29.5,0.4193375,0.2397875
8,30.0,0.4161125,0.24635
8,30.5,0.4200999999999999,0.251575
8,31.0,0.4128999999999999,0.2485625
8,31.5,0.4169875,0.247225
8,32.0,0.4171125,0.2415625
8,32.5,0.4274375,0.2415625
8,33.0,0.4331,0.23045
8,33.5,0.4388875,0.21835
8,34.0,0.436225,0.22167499999999996
8,34.5,0.4233250000000001,0.22835
8,35.0,0.4245500000000001,0.231
8,35.5,0.4226875000000001,0.2334625
8,36.0,0.4155625000000001,0.2281375
8,36.5,0.4092125,0.230575
8,37.0,0.4152125000000001,0.23645
8,37.5,0.4230125,0.239475
8,38.0,0.4163375,0.2373625
8,38.5,0.4261000000000001,0.2453625
8,39.0,0.4142250000000001,0.24278749999999996
8,39.5,0.4236625,0.243
8,40.0,0.4295625,0.23944999999999994
9,15.5,0.469325,0.2943250000000001
9,16.0,0.4692000000000001,0.2934375
9,16.5,0.464325,0.2911125
9,17.0,0.4636625,0.29000000000000004
9,17.5,0.4728750000000001,0.3016625000000001
9,18.0,0.4664375,0.29500000000000004
9,18.5,0.4760000000000001,0.29066250000000005
9,19.0,0.479675,0.2892
9,19.5,0.4807875,0.2869875000000001
9,20.0,0.4650125000000001,0.2848875000000001
9,20.5,0.4572250000000001,0.2826750000000001
9,21.0,0.4453375000000001,0.2817875000000001
9,21.5,0.4446625,0.2811
9,22.0,0.439125,0.28055
9,22.5,0.4353375,0.2804375
9,23.0,0.4304375,0.27932500000000005
10,15.5,0.4609875000000001,0.42855
10,16.0,0.45745,0.4311125000000001
10,16.5,0.4736625,0.43345
10,17.0,0.4796625000000001,0.4403
10,17.5,0.47865,0.438875
10,18.0,0.4695500000000001,0.443325
10,18.5,0.4736625,0.4563375000000001
10,19.0,0.4637625,0.4522375
10,19.5,0.4711000000000001,0.4543375
10,20.0,0.4786625,0.4443499999999999
10,20.5,0.4676500000000001,0.4367749999999999
10,21.0,0.4736625,0.4398874999999999
10,21.5,0.4655625000000001,0.448225
10,22.0,0.4463125,0.4431250000000001
10,22.5,0.4503375,0.4351125
10,23.0,0.4709875,0.4469
10,23.5,0.4613375000000001,0.45155
10,24.0,0.4663125000000001,0.4587875
10,24.5,0.467225,0.4551250000000001
10,25.0,0.461325,0.4505625
10,25.5,0.4555625,0.4301125
10,26.0,0.4560000000000001,0.4350125
10,26.5,0.4437875,0.43965
10,27.0,0.442,0.4456749999999999
10,27.5,0.43799999999999994,0.4502375
10,28.0,0.4536625000000001,0.4390125
10,28.5,0.4560000000000001,0.4289125
10,29.0,0.45065,0.4260125
10,29.5,0.45765,0.4377750000000001
10,30.0,0.45465,0.4386625000000001
10,30.5,0.4499875,0.43135
10,31.0,0.4576625,0.4405625
10,31.5,0.4648875,0.4395625
10,32.0,0.4639875000000001,0.4368875
12,15.5,0.7076625,0.6088874999999999
12,16.0,0.721,0.6153374999999999
12,16.5,0.7133499999999999,0.6091249999999999
12,17.0,0.7191,0.6047749999999998
12,17.5,0.7318874999999999,0.6094499999999999
12,18.0,0.7303499999999998,0.6101125
12,18.5,0.7055624999999999,0.6136624999999999
12,19.0,0.7209999999999999,0.6108999999999999
12,19.5,0.7257749999999998,0.6039999999999999
12,20.0,0.7181249999999999,0.6226499999999999
12,20.5,0.7137874999999998,0.616125
12,21.0,0.7043375000000001,0.6205499999999999
12,21.5,0.6917625,0.5990874999999999
12,22.0,0.7108749999999999,0.6009874999999999
12,22.5,0.7012249999999999,0.6097749999999998
12,23.0,0.691225,0.60355
12,23.5,0.7443249999999999,0.6261249999999998
12,24.0,0.7084499999999999,0.6007874999999999
12,24.5,0.6898749999999999,0.6007750000000001
12,25.0,0.6967749999999999,0.5960125000000001
12,25.5,0.6911124999999999,0.5987875
12,26.0,0.687225,0.6063375
12,26.5,0.6703374999999999,0.614
12,27.0,0.6835625,0.6129874999999999
13,15.5,0.8134499999999999,0.6165625
13,16.0,0.8141125,0.6105625000000001
13,16.5,0.808225,0.610225
13,17.0,0.81355,0.6075625
13,17.5,0.8113249999999999,0.609
13,18.0,0.81145,0.6093375
13,18.5,0.8085374999999999,0.6082375000000001
13,19.0,0.81465,0.6097875
13,19.5,0.8076625,0.6105750000000001
13,20.0,0.8086625000000002,0.6111125000000001
13,20.5,0.8191,0.6129875000000001
13,21.0,0.8198875000000001,0.6133375000000001
13,21.5,0.8326499999999999,0.6138625
13,22.0,0.8357749999999999,0.6157625
13,22.5,0.8301250000000001,0.6187750000000001
13,23.0,0.8270000000000001,0.6195625
13,23.5,0.8285625,0.623675
13,24.0,0.8315499999999998,0.6299
13,24.5,0.8333374999999998,0.6344624999999999
13,25.0,0.839775,0.639
13,25.5,0.8440000000000001,0.6431125000000001
13,26.0,0.839775,0.6456625
13,26.5,0.835675,0.6476624999999999
13,27.0,0.8402125000000001,0.646225
13,27.5,0.8382375,0.6417875
13,28.0,0.8232375,0.6379
13,28.5,0.8271,0.6346875
13,29.0,0.8258875,0.6325624999999999
13,29.5,0.8357875,0.6261125000000001
13,30.0,0.837675,0.6229
13,30.5,0.8294499999999999,0.6214500000000001
13,31.0,0.8334624999999999,0.6193375000000001
13,31.5,0.8362124999999999,0.6219000000000001
13,32.0,0.827225,0.6246625
13,32.5,0.8212249999999999,0.625775
13,33.0,0.8282375,0.6237625
14,15.5,0.5714499999999999,0.5562125
14,16.0,0.5684624999999999,0.5603374999999999
14,16.5,0.5398875,0.5647875000000001
14,17.0,0.5427624999999999,0.5574625
14,17.5,0.5364375,0.5669875
14,18.0,0.5583124999999999,0.5857749999999999
14,18.5,0.6218874999999999,0.6036624999999999
14,19.0,0.5983249999999998,0.608325
14,19.5,0.625975,0.60365
14,20.0,0.6223249999999999,0.6057750000000001
14,20.5,0.5959874999999999,0.6112249999999999
14,21.0,0.5880874999999999,0.6047749999999998
14,21.5,0.5625499999999999,0.60365
14,22.0,0.5883125,0.6077874999999999
14,22.5,0.5977874999999999,0.6103375
14,23.0,0.5693374999999999,0.6007874999999998
14,23.5,0.5650000000000001,0.5962249999999999
14,24.0,0.5436624999999999,0.5852124999999999
14,24.5,0.5619999999999999,0.6032124999999999
14,25.0,0.5896625,0.6024375
14,25.5,0.5655374999999999,0.5981
14,26.0,0.555225,0.6052249999999999
15,15.5,0.667225,0.7006625000000001
15,16.0,0.6868874999999999,0.7204375
15,16.5,0.6697874999999998,0.6722374999999999
15,17.0,0.6851125,0.7016749999999999
15,17.5,0.6634374999999999,0.7126750000000001
15,18.0,0.67455,0.713
15,18.5,0.6760125,0.7055624999999999
15,19.0,0.6607749999999999,0.71045
15,19.5,0.6571249999999998,0.7259
15,20.0,0.6663249999999998,0.7252000000000001
15,20.5,0.6462124999999999,0.6364375000000001
15,21.0,0.6583249999999999,0.6476625
15,21.5,0.6506624999999999,0.6864375
15,22.0,0.63455,0.6947625000000001
15,22.5,0.6416624999999998,0.696775
15,23.0,0.639,0.694675
15,23.5,0.6149999999999999,0.70165
15,24.0,0.6256624999999999,0.6884375000000001
15,24.5,0.6226749999999999,0.6767875000000001
15,25.0,0.6088875,0.6664375
15,25.5,0.6255624999999999,0.6623249999999999
15,26.0,0.6124499999999999,0.65845
15,26.5,0.635775,0.6519125
15,27.0,0.63355,0.6559
15,27.5,0.6078749999999999,0.6926749999999999
15,28.0,0.624125,0.6923375
15,28.5,0.6307624999999999,0.6833250000000002
15,29.0,0.6177749999999999,0.6755500000000001
15,29.5,0.6388874999999998,0.67535
15,30.0,0.6173375,0.668775
15,30.5,0.6394374999999999,0.6640875
15,31.0,0.578325,0.6653249999999999
15,31.5,0.600325,0.6655500000000001
15,32.0,0.5912124999999999,0.666675
15,32.5,0.6400999999999999,0.6665500000000002
15,33.0,0.59365,0.681675
15,33.5,0.6191,0.6885374999999999
15,34.0,0.6292125,0.69265
15,34.5,0.6032124999999999,0.6849875
15,35.0,0.6440999999999998,0.67735
15,35.5,0.6494500000000001,0.6814250000000001
15,36.0,0.6518874999999998,0.68165
15,36.5,0.6283375,0.6775375
15,37.0,0.6389125000000001,0.677325
16,15.5,0.6119000000000001,0.59555
16,16.0,0.6132250000000001,0.5948874999999999
16,16.5,0.6127750000000001,0.594225
16,17.0,0.6151125000000001,0.5937874999999998
16,17.5,0.6124500000000002,0.5949999999999999
16,18.0,0.6103375000000001,0.5955499999999999
16,18.5,0.6083375,0.595775
16,19.0,0.5949000000000001,0.5964375
16,19.5,0.5956625,0.5988749999999999
16,20.0,0.5913250000000001,0.601225
16,20.5,0.59165,0.6038874999999999
16,21.0,0.5936625,0.6046625
16,21.5,0.608325,0.5944499999999999
16,22.0,0.609325,0.601
16,22.5,0.6086750000000001,0.600775
16,23.0,0.611775,0.6032125
16,23.5,0.612225,0.5992125
16,24.0,0.6108875,0.589675
16,24.5,0.604225,0.5926625
16,25.0,0.6011125,0.5909000000000001
16,25.5,0.59635,0.59555
16,26.0,0.5871125000000001,0.6001125
16,26.5,0.5870000000000001,0.60145
16,27.0,0.59445,0.6033250000000001
16,27.5,0.589,0.6020000000000001
16,28.0,0.5868875,0.593125
16,28.5,0.5866625,0.583325
16,29.0,0.589,0.5784624999999999
16,29.5,0.5909875,0.5760000000000001
16,30.0,0.5909875,0.5767749999999999
16,30.5,0.5905500000000001,0.5771249999999999
16,31.0,0.5899875000000001,0.579
16,31.5,0.58655,0.5845625
16,32.0,0.5862125,0.5828
16,32.5,0.583875,0.5818
16,33.0,0.5773125,0.5774625
16,33.5,0.5722250000000001,0.573225
16,34.0,0.55855,0.569775
16,34.5,0.547225,0.5698874999999999
16,35.0,0.5469875,0.5627749999999999
16,35.5,0.5551125,0.556875
16,36.0,0.5614375,0.5511999999999999
16,36.5,0.5642125000000001,0.5563374999999999
16,37.0,0.5659875000000001,0.5573249999999998
16,37.5,0.562,0.558225
16,38.0,0.5519875000000001,0.5590999999999999
16,38.5,0.548775,0.5597749999999999
16,39.0,0.5473375,0.561225
16,39.5,0.546675,0.562225
16,40.0,0.5413375,0.5617874999999999
16,40.5,0.5421250000000001,0.5666625000000001
16,41.0,0.5411125,0.5693249999999999
16,41.5,0.5363374999999999,0.5669875
16,42.0,0.54,0.5559999999999999
16,42.5,0.5439999999999999,0.5538875
16,43.0,0.5443374999999999,0.5549875
16,43.5,0.54455,0.5569875000000001
16,44.0,0.54445,0.5576625
16,44.5,0.5397875,0.5494249999999999
16,45.0,0.5345625,0.5479999999999999
16,45.5,0.5311250000000001,0.5539999999999999
16,46.0,0.532675,0.555775
16,46.5,0.5272374999999999,0.549775
16,47.0,0.522875,0.550225
16,47.5,0.5190124999999999,0.5505500000000001
16,48.0,0.515875,0.5492125000000001
16,48.5,0.5177499999999999,0.55045
16,49.0,0.5094375,0.5490999999999999
16,49.5,0.517325,0.551225
16,50.0,0.5182125,0.545325
16,50.5,0.512875,0.5447874999999999
16,51.0,0.5114500000000001,0.5452249999999998
17,15.5,0.8292375000000002,0.7049
17,16.0,0.8270000000000001,0.7058874999999999
17,16.5,0.8287625000000001,0.7096875
17,17.0,0.8376750000000002,0.7095499999999999
17,17.5,0.8378875000000001,0.7062375000000001
17,18.0,0.8382125000000002,0.7099
17,18.5,0.8524375000000001,0.7160249999999999
17,19.0,0.8470000000000002,0.7109125
17,19.5,0.8426750000000002,0.707675
17,20.0,0.8395625000000001,0.7061250000000001
17,20.5,0.8576750000000002,0.687
17,21.0,0.84935,0.6828875
17,21.5,0.8427750000000002,0.6807875000000001
17,22.0,0.8436625000000001,0.6977875
17,22.5,0.8476750000000001,0.6994625
17,23.0,0.8517875000000001,0.7033375
17,23.5,0.851675,0.70735
17,24.0,0.8476750000000001,0.7060125
17,24.5,0.8430125,0.7132125
17,25.0,0.8411250000000001,0.7119
17,25.5,0.8498875000000001,0.7061374999999999
17,26.0,0.8483375000000002,0.7030874999999999
17,26.5,0.8411250000000002,0.7048875
17,27.0,0.8426625000000001,0.6957875
17,27.5,0.8377874999999999,0.69645
17,28.0,0.8514250000000001,0.6963374999999999
17,28.5,0.8561000000000002,0.692125
17,29.0,0.8657875,0.6947874999999999
17,29.5,0.8811,0.6945749999999999
17,30.0,0.8681000000000001,0.6920125
17,30.5,0.8628750000000001,0.6915625000000001
17,31.0,0.8501000000000001,0.6964374999999999
17,31.5,0.8466500000000001,0.6953375000000002
17,32.0,0.8257625000000001,0.6999
17,32.5,0.8421125000000002,0.6994500000000001
17,33.0,0.8526499999999999,0.697775
17,33.5,0.8442125,0.6968875000000001
17,34.0,0.8567750000000001,0.7072250000000001
17,34.5,0.8651000000000002,0.70955
17,35.0,0.8672000000000002,0.7104499999999999
17,35.5,0.8738750000000002,0.7162249999999999
17,36.0,0.8753125,0.7172125000000001
17,36.5,0.864225,0.7217749999999998
17,37.0,0.8507625000000001,0.71635
17,37.5,0.84055,0.7161125000000002
17,38.0,0.8275500000000001,0.7087875000000001
17,38.5,0.8355499999999999,0.709775
17,39.0,0.8488875000000002,0.7101124999999999
17,39.5,0.8476500000000001,0.70945
17,40.0,0.8437750000000002,0.71555
17,40.5,0.8476500000000001,0.70835
17,41.0,0.8455625000000001,0.7065250000000001
17,41.5,0.8383375000000001,0.701325
17,42.0,0.8435500000000001,0.6943375000000002
17,42.5,0.8484500000000003,0.6874625000000001
17,43.0,0.8462250000000001,0.68835
17,43.5,0.8418875000000001,0.6826625000000002
17,44.0,0.8423375000000002,0.6853374999999999
17,44.5,0.8457875000000001,0.6818875000000001
17,45.0,0.8450125000000002,0.659675
17,45.5,0.8431125000000002,0.6556624999999999
17,46.0,0.8422375000000001,0.6534375000000001
17,46.5,0.8440000000000001,0.6634249999999999
17,47.0,0.843225,0.6716625
17,47.5,0.8295375000000001,0.6604375
17,48.0,0.8334375000000002,0.6646625
17,48.5,0.8384250000000002,0.6648875000000001
17,49.0,0.8342125000000001,0.6653375
17,49.5,0.8407500000000001,0.6674625
17,50.0,0.8413250000000001,0.6661125000000002
17,50.5,0.8370875,0.6668875
17,51.0,0.8298875000000001,0.6623374999999998
17,51.5,0.8291125000000001,0.6588999999999998
17,52.0,0.8193375000000002,0.6535624999999999
17,52.5,0.8180000000000002,0.6495624999999999
17,53.0,0.7966750000000001,0.6451125
18,15.5,0.8191250000000002,0.8355500000000001
18,16.0,0.8151125000000002,0.8434375
18,16.5,0.8147875000000002,0.845675
18,17.0,0.8148750000000003,0.8351124999999999
18,17.5,0.8192125000000002,0.8450000000000001
18,18.0,0.8225500000000002,0.8502000000000001
18,18.5,0.8225500000000002,0.8450124999999999
18,19.0,0.8122375000000004,0.8470125
18,19.5,0.8204375,0.8455499999999999
18,20.0,0.8244375000000002,0.845125
18,20.5,0.8193125000000002,0.8428875
18,21.0,0.8316625000000002,0.8468875
18,21.5,0.8375500000000002,0.840325
18,22.0,0.8337750000000002,0.8383499999999999
18,22.5,0.8341125000000001,0.83965
18,23.0,0.8294250000000002,0.8307625
18,23.5,0.822775,0.8424625000000001
18,24.0,0.8173125000000002,0.8367875
18,24.5,0.8176500000000001,0.8297874999999999
18,25.0,0.8168875000000002,0.8493499999999999
18,25.5,0.8166375000000002,0.8392250000000001
18,26.0,0.8162250000000002,0.8298874999999999
18,26.5,0.8020000000000003,0.8509875000000001
18,27.0,0.8093250000000001,0.8452249999999999
18,27.5,0.8178875000000001,0.8316749999999999
18,28.0,0.8109000000000002,0.8409875000000001
18,28.5,0.8203125000000002,0.8314375
18,29.0,0.8265500000000001,0.8296750000000002
18,29.5,0.8230125000000003,0.8363249999999999
18,30.0,0.8130000000000003,0.8353250000000001
18,30.5,0.7942125000000002,0.8398750000000001
18,31.0,0.8317750000000002,0.8478875
18,31.5,0.8288875000000001,0.8353375
18,32.0,0.8044375,0.8472125000000001
18,32.5,0.8009875000000003,0.8488875
18,33.0,0.7958750000000002,0.8388
18,33.5,0.8013250000000001,0.8501
18,34.0,0.8158750000000001,0.8571250000000001
18,34.5,0.8181250000000002,0.845875
18,35.0,0.8129000000000002,0.8446624999999999
18,35.5,0.8087625000000003,0.8591
18,36.0,0.8231000000000002,0.8525375000000001
18,36.5,0.8191,0.8619999999999999
18,37.0,0.8238750000000001,0.8593249999999999
18,37.5,0.8231125000000002,0.8385625000000001
18,38.0,0.8191125000000004,0.8494499999999998
18,38.5,0.8081125000000002,0.8545624999999999
18,39.0,0.8007750000000001,0.8397875000000001
18,39.5,0.8174250000000001,0.8566750000000001
18,40.0,0.8173125000000002,0.8598875000000001
18,40.5,0.8213500000000001,0.8591125
18,41.0,0.8318750000000001,0.8731124999999998
18,41.5,0.8281000000000003,0.8697625
18,42.0,0.8243250000000002,0.8567625000000001
